Timestamp,Middle_Finger_Angle,Average_Angle,Error
1703501432.3158202,19.09907347058792,36.255695852207495,0.4732117803380944
1703501432.6172154,18.90273678753889,39.187763609352984,0.5176367558002888
1703501436.021017,33.691835604680264,38.00503832007658,0.1134902872369377
1703501436.621588,18.41077550847212,38.900471985221536,0.5267210249925385
1703501436.6959991,22.285937789797753,40.22215264962794,0.44592876507806944
1703501436.796049,17.902379884379037,37.72911885761905,0.5255023062706958
1703501436.8873706,19.329566531400904,38.34174551875931,0.49586107075006264
1703501436.977721,26.77685317860524,41.85212755482131,0.360203298063384
1703501437.061216,30.012834115416027,43.39514285551352,0.30838264053317244
1703501437.1449203,32.445099058852705,44.00772682741905,0.262740854893742
1703501437.2443995,31.35893899792071,43.23433479716444,0.2746751130775485
1703501437.3484492,36.89718981301425,45.60450478268912,0.19093102778258986
1703501437.446412,41.02135960193087,47.68894658337695,0.13981409653888688
1703501437.5276258,39.96065306037788,47.33520540686651,0.15579423989187688
1703501437.6119673,42.095493215731175,47.53247463036347,0.11438456459321772
1703501437.6948798,40.942579843027715,47.03832926541012,0.12959111255817807
1703501437.779876,40.37218991006978,46.80117153190937,0.13736796348049246
1703501437.8622122,40.95278855651056,47.32761153601548,0.13469564114077026
1703501437.9453743,40.2307338630355,47.02754834522264,0.14452836095755353
1703501438.028815,39.65030205666382,46.960188296985656,0.15566134858941896
1703501438.125767,36.97444011342141,45.168904463648516,0.18141826656039292
1703501438.2112875,37.44476499106182,45.57558828138665,0.17840303541721944
1703501438.3100758,38.37181084138874,45.80956572867314,0.16236248410075968
1703501438.3947003,36.83202540639367,45.11322005159123,0.18356469867872943
1703501438.5111115,38.3356278213153,46.32073853366107,0.17238737906873028
1703501438.581127,28.633515942972945,42.47299937773179,0.3258419145697245
1703501438.66216,28.80573782358605,42.983529476773256,0.3298424262914094
1703501438.7580445,23.005994426999802,40.92684932268309,0.43787526262743426
1703501438.8473935,26.328106800860034,42.55855079739901,0.38136740308203604
1703501438.9280446,28.33084755898421,41.98102610028252,0.325151141105778
1703501439.0113964,35.20936112295156,44.304440957597954,0.20528596316904069
1703501439.783646,35.82532565217907,43.745228697720414,0.18104609991338452
1703501439.8780158,32.235181554853284,42.4022042653322,0.2397758061552337
1703501439.9611678,30.15467693373178,41.72937685230177,0.2773753358344611
1703501440.0458422,28.639125076887698,41.50224632306123,0.3099379524193605
1703501440.1289375,30.72525948395548,42.07336109174848,0.2697217743799084
1703501440.2117262,32.35970075605839,42.95028847510111,0.2465778018041075
1703501440.2951005,35.434874519488325,44.485981854600716,0.20345976322822984
1703501440.384166,34.39592111938491,43.186653900422456,0.20355206961175465
1703501440.4765747,36.62524009019494,44.357399519243536,0.17431498493716152
1703501440.5767345,33.215729220311616,42.82503468836152,0.22438523489769424
1703501440.6613202,31.36821873396618,42.003610520541585,0.2532018475262796
1703501440.7455142,32.5226260473431,42.79468556615408,0.24003119506350698
1703501440.8295367,36.63467670409092,44.6059966585327,0.17870511930186733
1703501440.9120367,33.08860719234648,42.7941699925164,0.22679637908311284
1703501440.9955072,34.33254409770417,43.711729936878655,0.21456908369260086
1703501441.085515,33.20717028361284,42.735562965644135,0.22296167455875887
1703501441.176738,32.36305217889327,42.410787236533466,0.2369146085782837
1703501441.267615,33.63887775647392,43.17308468390256,0.22083682454553796
1703501441.3444526,33.589897046949105,43.059756498180874,0.21992366472466787
1703501441.443399,34.471286563939216,43.62632354279707,0.20985121448239466
1703501441.545247,33.07732192867276,43.0222629656825,0.23115801799971578
1703501441.6434126,33.17004381439153,42.695523184287914,0.22310253299347757
1703501441.7292945,34.62288210018299,43.93522369910293,0.21195616671254314
1703501441.8124013,36.873891467607216,44.41274152983806,0.16974520830167567
1703501441.8944218,42.73777181438655,46.636381159099706,0.08359588046536197
1703501441.9872465,40.42696882545237,45.613314643695944,0.1137024541793601
1703501442.0630295,43.278213084372226,46.92154230610451,0.07764726056880462
1703501442.1447425,41.471016596892575,46.19996601229958,0.10235828775605688
1703501442.228819,42.00842048028388,46.54312802981005,0.09743022743597654
1703501442.324721,41.03253541859346,46.15036941089492,0.11089475680541935
1703501442.408074,42.41235985724657,46.63011257747213,0.09045126608300826
1703501442.5095932,43.06295555638581,46.62145568004384,0.07632752070376114
1703501442.5947597,42.596582492200554,46.617877316647366,0.0862607878332289
1703501442.6952004,42.333592495885554,46.27359473971746,0.08514580001821494
1703501442.7817485,43.553925173653994,47.02629620761868,0.07383892234749564
1703501442.8624945,42.87833292962143,46.87626240659688,0.08528686528584717
1703501442.9445026,43.989057149356924,47.413596683862814,0.07222695121273998
1703501443.0278733,42.922691398865304,46.6397667935416,0.07969755533149475
1703501443.1117232,43.05835888892485,46.51971069749718,0.07440613358669396
1703501443.196287,42.6851182806564,46.583137317695005,0.08367875719607044
1703501443.2914467,43.43574530359568,46.726177752638186,0.07041946521843906
1703501443.362004,43.034815448843766,46.47337678392531,0.07398991794955838
1703501443.4661467,43.70153670511189,47.20363838499843,0.07419135049131134
1703501443.5600736,42.887436863355035,46.93808019031195,0.08629759271221688
1703501443.6447275,41.03868162100031,46.0240293763798,0.10832054087680654
1703501443.7434433,42.40453421835773,46.60078029215366,0.0900466912246631
1703501443.83738,42.550495386191194,46.91133780925335,0.09295924240732202
1703501443.9122722,39.5469321862119,45.62103001507652,0.13314249649464946
1703501444.014112,38.75221824534484,45.15181415761928,0.14173507823925424
1703501444.0967844,37.042739431676075,44.32246862654431,0.1642446691362419
1703501444.1779258,37.834970452448765,45.01842259795924,0.15956694461871507
1703501444.2611856,38.08886688275626,45.1467736862768,0.15633247355759392
1703501444.3453195,40.19682208321834,46.06793595605676,0.12744469121513816
1703501444.4524472,37.76599532596292,44.67552361401958,0.15466026425907162
1703501444.5494177,37.02871968956746,44.55074262881732,0.16884169590439763
1703501444.6464167,38.991934656658664,45.59886091554789,0.14489235314727905
1703501444.7280102,38.63867020969014,45.54043994423185,0.15155254852595879
1703501444.8112962,38.209921818353024,45.60765631822073,0.16220378544012645
1703501444.8950455,36.52665830185969,44.829522635817554,0.1852097422809518
1703501444.9778576,37.02290852348758,45.15497539346329,0.18009237739841447
1703501445.060646,36.75346767496209,45.22260987377987,0.1872767233570966
1703501445.1454556,37.39738482803895,45.26638837194963,0.17383767132583722
1703501445.243396,37.02238069250888,45.31336774178745,0.18297000338892755
1703501445.3129773,34.403125616288115,44.157388457246746,0.2208976386908099
1703501445.4116893,36.532482067326974,45.18285961531834,0.19145263539403407
1703501445.5170908,37.02704458468061,45.36719669109561,0.183836620173006
1703501445.6149595,37.32091792423708,45.13002030886929,0.17303564968920496
1703501445.6945097,37.14217095365094,45.199749552022375,0.17826600098962087
1703501445.7780194,37.239740354840414,45.07026883521691,0.17374044315124856
1703501445.8616061,36.732773556094365,44.86480228498683,0.1812563148553916
1703501445.9455197,38.092457131951534,45.70133303150677,0.16649133394664073
1703501446.0277703,35.874523770503906,44.81262963460554,0.19945506293608323
1703501446.1127026,34.70476378685536,44.591934150138954,0.22172553291799263
1703501446.1945872,35.00909780576987,44.63355825557304,0.21563282933198458
1703501446.278346,35.397942867533054,44.764179252114836,0.20923507458565285
1703501446.361613,36.474542138834266,45.24658791452644,0.19387198416515075
1703501446.4690826,37.037048711118686,45.415581541394666,0.18448586467266193
1703501446.5711048,37.03781071335122,45.46242916243083,0.18530946551447217
1703501446.6616812,37.339939847098265,45.52739911355768,0.17983586644248378
1703501446.745088,36.504857933769955,45.371504993235156,0.19542325212238848
1703501446.8280878,35.66757010918061,45.0087582388006,0.20754156513403332
1703501446.9138775,35.005218382765484,44.45816653166354,0.21262568581557612
1703501446.994624,36.346898546337144,45.09667714141882,0.19402268969048914
1703501447.0784369,35.58010611148114,45.03275043947249,0.20990599587507833
1703501447.162291,34.748575209606116,44.620891775809085,0.2212487508274135
1703501447.245476,36.15068953301841,45.13361312349297,0.19902956951165887
1703501447.3288188,35.610055987320095,45.06925576867552,0.20988142848211508
1703501447.4327455,34.565157045174374,44.561543537551835,0.22432765337119764
1703501447.531767,35.79465707747447,45.16269133717104,0.2074286093748854
1703501447.6123013,35.207694678884465,45.08051945499615,0.21900423720644388
1703501447.7120256,35.67434618398756,45.374395636523516,0.2137780419212467
1703501447.7945206,34.90454582984711,44.78305209232725,0.2205858198792271
1703501447.8778453,35.58977258880687,45.170453302205324,0.2121006103104726
1703501447.9611883,35.476422794715596,45.146641599676705,0.21419575105295002
1703501448.0456102,35.48197858753132,45.289041829412426,0.21654384473005175
1703501448.128389,35.45581825984276,45.34405632119473,0.2180713165868667
1703501448.2116706,35.819772413836574,45.44271465656919,0.21175984567509817
1703501448.2950826,35.95206727999097,45.37645468386749,0.20769333940994594
1703501448.3786268,36.15254456885637,45.53385746201741,0.2060293903495123
1703501448.4898689,34.40523411128869,44.7337287333311,0.23088830094207294
1703501448.578103,36.29330855525956,45.84573476285507,0.20836019439991701
1703501448.684754,36.94746012943761,46.00123190828594,0.19681585477752228
1703501448.7620428,35.53124984427759,45.13921300293761,0.21285180931343983
1703501448.8456693,36.01901587524006,45.53887602456835,0.2090490802669856
1703501448.9294329,35.58856098852553,45.2727865866059,0.2139083172968523
1703501449.0117526,35.8748885321421,45.65418547569202,0.21420373272800533
1703501449.096698,35.416916088101104,45.30388387595393,0.21823664864858439
1703501449.177887,35.42489348211591,45.46925730678613,0.22090450602480224
1703501449.2647536,34.25078523101168,45.07936058073143,0.2402113785604199
1703501449.3454537,35.931141724490146,45.92687505865787,0.21764453430374175
1703501449.4446018,35.06198795515057,45.55528168971187,0.23034197891769567
1703501449.5448763,33.73321335543633,45.130671819655916,0.2525435143036274
1703501449.644704,33.90486091699121,45.444142643616956,0.25392231111321323
1703501449.7424443,34.380491917737956,45.463949231448524,0.24378562577761875
1703501449.8119955,33.70247908662071,45.21394158158743,0.2545998444792646
1703501449.9081008,34.218613427902646,45.468798190834846,0.24742648168782921
1703501449.991424,34.06409082014876,45.35226940824457,0.24889997204955153
1703501450.0779996,34.83581149410974,45.70317070285917,0.2377812970440051
1703501450.168069,33.203739815426516,44.87377120988054,0.2600635310964115
1703501450.251439,33.943407887304566,45.28009288521956,0.2503679713434409
1703501450.3282018,35.39645103068161,46.15016626295488,0.23301574193689023
1703501450.4112482,35.23013057779218,46.01271457714216,0.2343392277209063
1703501450.4989324,33.74825923132676,45.554919823268264,0.25917421516151956
1703501450.5986748,33.53839107373158,45.40665346850129,0.2613771658596851
1703501450.7044904,33.58118724838163,45.47130695694724,0.26148620975032255
1703501450.8757546,33.64345812900335,45.565784973267114,0.2616508604264899
1703501450.9581225,34.27147086827658,45.709319162319105,0.25023011726395217
1703501451.0460641,33.609963409363445,45.6182420049964,0.26323413765742504
1703501451.1294553,33.80649474528705,45.73266799036956,0.26078017682226506
1703501451.212855,35.3170526439267,46.31270664718147,0.23742196902939922
1703501451.300239,32.2396550594325,44.741404862564494,0.2794223793717374
1703501451.3797116,34.89891741119649,46.11012191416135,0.24313977143317134
1703501451.4794166,33.47256719226428,45.62124592985293,0.26629432164716454
1703501451.562066,33.6934228303074,44.864528189044755,0.24899638555577575
1703501451.6450171,19.792369000142713,37.78962477709446,0.47624859688631993
1703501451.7297466,11.667224224631743,32.09823501552962,0.6365150850510327
1703501451.8108985,4.933129351563212,28.266120230578178,0.8254755406358679
